HITId	tweet	directness
3337	Not to be that person but no one should say it. It\u2019s as awful as wetback or spic ugh @URL	indirect
4485	@user Ooh kicking it old school with the \u201ctwat\u201d I love it	indirect
3877	And just think I'm a retard wait until a real lawyer put it together you're all going to a federal penitentiary kno\u2026 @URL	indirect
1844	\u201cPut the gun down and have some of this you cunt. Not so fucking brave now are you eh tiger? That\u2019s it get on\u2026 @URL	direct
1813	This negro said Nabiha?!?! You're not even gonna sound it out smdh...	indirect
1704	...why trash Australia make another shithole country.... @URL	indirect
3231	@user dave is retarded for putting in Scott Alexander and Madsen\n And then with 1 run lead you put in Jansen w\u2026 @URL	direct
2568	Flux is mean and he a faggot and he just fucks himself because he cant find a boyfriend! #fluxisamotherfuckerandabitch	indirect
100	pl is a faggot	indirect
4385	i cant believe i fell in love with a girl that calls me a faggot \ud83d\ude02	indirect
5559	they know so drink a Haters Shut me we're My highway faggot eagle bum Hey the lips Fuck a soul move	indirect
3667	@user It\u2019s Saturday you daft twat well Sunday now	indirect
3420	Did this negro really call me a broke bitch bc I’m sellin bundles from #couponing @URL	indirect
4966	Beta males of the world unite behind your pussy hat wearing feminazi counterparts! @URL	indirect
4899	Feel a twat	indirect
660	i love luna she\u2019s the best seokjinnator and best minhyuknator and the superior sagittarius spic @URL	indirect
4985	@user Because thieving twat stole my phone and im using a phone that I had about 10 years ago and I can't\u2026 @URL	indirect
4942	@user Typical of u. Support illegal aliens over American citizens &amp; condemn a man on only an allegation with… @URL	indirect
563	When a once relatively respected &amp; trusted country is turned into a total shithole we need a larger more populate\u2026 @URL	indirect
4878	Gavin Newsom wants to give illegal aliens free healthcare.	direct
5334	@user -retard on his highest of horses flinging insults like a chimpanzee flinging his shit	indirect
3505	@user A shithole country that's what u called usnow am sitting and watching!!	indirect
4045	@user Celzy Just said cos your a retard	indirect
4866	Pelea entre latinos... que espect\u00e1culo :/ \Why do we want all these people from 'shithole countries' coming here?\\u2026 @URL	indirect
325	Like that conspiracy theorist alt-right terrorist cunt gives a fuck about The Palestinians.	indirect
5214	@user Lol hey man you started writing in ching chong first ok www also now that I know that you are a furry\u2026 @URL	indirect
2649	@user @user Isn\u2019t much of a country either! Soon be another third world Islamic shithole!	indirect
1575	How negro? @URL	indirect
1570	K-pop niggas be like: *high pitched ching chong*	indirect
5241	@user I remember going every dinner when I was a wee yobbo at David Lister :( Dem man with his spicy salt and that	indirect
3090	@user Not with you faggot	indirect
2915	@user Yeah that negro too	indirect
5563	@user @user Um...Trump referred to your country as a shithole??? Are you for real?	indirect
539	@user @user @user Some countries are more civilised than others lolhave you seen what a shithole\u2026 @URL	indirect
992	Wide open layup and went retarded and passed it away @URL	indirect
2473	@user A better example me a black person calling a Spanish people a \spic\ and/or \wetback\.	indirect
4314	Only at a PWI does a black guy laugh when his white friend out right calls him a nigger.	indirect
3322	What happens when a white person checks him and calls him a spic .. like who or what will he turn to?? @URL	indirect
3354	Chilling relajao bulde feo pa la foto negro @URL	indirect
355	fuck you i'll listen to africa by toto if i want	indirect
2584	you hearing lookin' ass mongoloid #ass #bot	indirect
744	how much of a retard do you have to be to think that Nationalist= White Nationalist. @URL	indirect
3306	@user @user We pay more for drugs to subsidize a cheap supply to all the 3rd world shithole countrie\u2026 @URL	indirect
468	she suck my dick till i look dumb retarded	indirect
3482	Parar you anorexic mongol.	indirect
278	Happy Birthday liyaaaaah!! \ud83c\udf8a thank you so much for everything my spic gurl \ud83d\ude1a enjoy your daaaaay di pwude ang sad\u2026 @URL	indirect
4483	La faute aux migrants!	indirect
1602	@user gay retard	direct
2863	@user @user Get the prayer-ometer out . #retard	indirect
836	@user @user @user Come on Randy get up to speed the dead raghead reporter was last year's news mov\u2026 @URL	indirect
618	Report this cunt as well just read through his account from last night gross @URL	indirect
356	he ratted only thing worse then a faggot	indirect
524	I think Mourinho'a a bit of a cunt but hats off to him for meeting these boys. Thai cave boys meet Manches\u2026 @URL	direct
827	No. What's shameful is your mother raised a retard. @URL	indirect
2021	Hell yeah I always wanted to fuck a truck with a retarded name @URL	indirect
5216	thanks to the historic taco bowls that i signed into law your crooked Hillary are going up your shithole countrie\u2026 @URL	indirect
2973	GGs @user talk shit and lose retard	indirect
1941	But seriously locking up refugees in offshore detention centres for years is barbaric and everyone involved should suffer the same cruelty.	indirect
1731	Jenna Folwell can @user how to kill her baby but a chinaman cant learn about tiananmen square\n\n&amp; the interwebz i\u2026 @URL	indirect
2627	@user The issue of refugees must be resolved 7 years ago by way of wise policies in countries such as Lib… @URL	indirect
2123	@user @user I retweeted his tweet and you replied from my retweet so I\u2019ve been tagged entire time retard	indirect
4347	Such a twat @URL	indirect
4797	was just driving and got my ring stuck in my hair and was sat there like a retard trying to change gears while ripping my hair out\ud83d\ude2dlol	indirect
1842	@user Sup negro	indirect
2780	That sounds fucking retarded. You idiots seriously get a kick out of this shit? Jesus...	indirect
2869	@user whatever retard	indirect
3737	@user @user And that quote “it’s okay to be white”. Which I got mad about about bc 1) This is co… @URL	indirect
3098	Just wonder at times are ppl retarded or just slow \ud83e\udd14	indirect
1389	If you don\u2019t think the Pittsburgh Synagogue shooting wasn\u2019t hate related ... you\u2019re retarded.	indirect
4777	Why are so few men becoming nurses? @URL @user @user @user @user @user	indirect
3898	when ur suking a guy off and he turns out to be a faggot :/	direct
3635	@user translation for non ching chong ppl	indirect
2248	@user You\u2019re a faggot cunt	direct
2423	Wayne said “keep in mind I’m a negro..so my open mind gotta screen door” @URL	indirect
4380	@user monster tomate un buen spic	indirect
2906	And this my friends is how \shithole countries\ make history in a way that benefits everyone and advances peace\u2026 @URL	indirect
1714	I know I\u2019m cooked when I start acting retarded \ud83d\ude02	indirect
3545	Question: If you are walking thousands of miles to get away from your shithole country because it is such a shithol\u2026 @URL	indirect
3776	if youre bad at drawing and you post your drawings online and youre bad at art youre fucking retarded	indirect
2460	@user @user LOL. Dreamers aren’t just illegal aliens.	indirect
1239	Shut up jackie-chan you twat!!\n#SpidermanAndFriendsBot	indirect
2588	They always wanted a nigger like me but never had the tech to make it happen	indirect
2113	@user @user What\u2019s a soup taker?	indirect
5131	@user You've got a gorgeous figure what an unfunny twat.	indirect
4381	@user When u start taking twitter seriously is when you really start becoming a faggot Tib.	indirect
4815	i look like such a cunt when i sleep like mouth open double chins limbs all about the shop hair tangled and everywh\u2026 @URL	indirect
1366	some mongoloid ordered 9 dozen donuts by 8 am then called back to see if we sell \craft coffee\	direct
2442	@user How about I was a twat!	indirect
3201	#southafrica	indirect
794	Keep in mind I’m a negro so my open mind got a screen door lajshshsnnsnsndndnnxncnxnxnxnx nah Birdman might’ve had a point	indirect
4606	@user Signs of a retard person\ud83d\ude02	indirect
733	@user A twat is gonna twat! \ud83e\udd23	indirect
1096	eating sleep for dinner tonight nigger @URL	indirect
3350	As if some little cunt posted spoilers to the haunting of hill house just stick to posting your baby photos and GO	indirect
2933	@user @user That's real retarded sir.	indirect
2742	@user \ud83d\ude02\ud83d\ude02\ud83d\ude02big bugger without a care in the world \nLooks exactly like my xs fucking cunt of a cat that cost\u2026 @URL	indirect
1964	@user @user This is exactly how those raghead goons operate	indirect
4359	me: h\noomf: retweet my last tweet faggot @URL	indirect
5589	Lucy \u201cthe dyke\u201d lumberjack \ud83d\udc7b @URL	indirect
4682	Shouting into the abyss \yo am I actually retarded\ and being met with a resounding \yes nigga\ from the depths	indirect
2119	@user LSU is in contention for the title retard.\n\nI would call it 1st class.	indirect
4810	@user @user nothing is going to happen this woke negro and they're going to keep pushing these so ca… @URL	indirect
1322	@user a long time ago retard	indirect
5643	@user @user You\u2019re a retard :) x	direct
5606	I'm not racist BUT... notice how it's always the naggers and the spic's pushing the drugs every now and then it's\u2026 @URL	indirect
4857	@user he looks the exact same in all the pictures he just looks like a twat trying to look sexy in them	indirect
1415	@user @user How about not being hellbent ching chong communists who want to oppress anyone who isn'… @URL	indirect
1642	You owe us an apology for for 50000 illegal aliens which arrived on our shores which the LNP have been left to deal… @URL	indirect
4327	@user @user @user @user You sound retard he was a democrat. Literally in his files moron. Your par\u2026 @URL	indirect
1749	ha he looks like a ching chong china man	indirect
3310	Dave Roberts is a retarded motherfucker I hope they fire him for being such a dumb ass. Dude still thinks he plays\u2026 @URL	indirect
1333	@user He probably only hates the \u201cshithole\u201d countries (as defined by him). We know that he likes desperate mercenary Slovenians.	indirect
4300	Did anyone actually believe him? After just 24 hours of contemplation the faggot had already changed his mind: \It'\u2026 @URL	indirect
3218	@user @user more \soup-taker\ than \turncoat\\n\nyou get the idea...	indirect
2488	@user I stayed in. I don’t relate to feminazi ‘useful idiots.’ I enjoy living in a free country and am gr… @URL	indirect
5498	get a life you retard	direct
4673	@user I usually dress as a CIA agent for halloween but if I wanted to dress as a chinaman I would and you\u2026 @URL	indirect
1496	@user @user Indian giver is as racist and offensive to many natives as words like kike spic jap etc. If\u2026 @URL	indirect
4812	As if some lad in bushes jets pulled out my hair extensions \ud83d\ude02\ud83d\ude2d grade A twat	indirect
1000	Could only go on in one of those #shithole countries right?\nYeah Alabama. But Rikers is in the middle of the fina\u2026 @URL	indirect
3392	So my cousins looks 18 when he’s in his mid 30s and security asked him what’s his secret how did this negro say sm… @URL	indirect
1750	How the fuck do u tell ur parents ur a faggot	indirect
1102	That's a yellow card then surely? Twat of the highest order this mongy referee.	indirect
